Date,Price,Open,High,Low,Vol.,Change %
25-Jul-16,739.61 ,746.55 ,748.50 ,735.35 ,2.68M,-0.70%
22-Jul-16,744.86 ,747.79 ,751.28 ,743.53 ,2.28M,0.06%
21-Jul-16,744.43 ,747.50 ,749.36 ,742.79 ,2.32M,-0.17%
20-Jul-16,745.72 ,744.00 ,746.25 ,740.70 ,2.21M,0.78%
19-Jul-16,739.95 ,732.50 ,743.33 ,732.31 ,2.22M,0.53%
18-Jul-16,736.07 ,735.49 ,741.60 ,728.72 ,2.95M,0.09%
15-Jul-16,735.44 ,746.55 ,746.55 ,734.05 ,3.12M,-0.78%
14-Jul-16,741.20 ,748.86 ,749.04 ,739.02 ,2.39M,-0.19%
13-Jul-16,742.63 ,746.76 ,756.87 ,741.25 ,4.14M,-0.75%
12-Jul-16,748.21 ,756.86 ,757.34 ,740.33 ,5.62M,-0.74%
11-Jul-16,753.78 ,750.00 ,755.90 ,747.00 ,3.20M,1.07%
08-Jul-16,745.81 ,740.14 ,746.10 ,738.00 ,3.43M,1.25%
07-Jul-16,736.57 ,739.33 ,739.55 ,731.63 ,2.95M,-0.14%
06-Jul-16,737.61 ,725.71 ,737.77 ,722.58 ,3.94M,1.31%
05-Jul-16,728.10 ,722.80 ,728.11 ,719.61 ,2.43M,0.33%
01-Jul-16,725.68 ,717.32 ,728.00 ,716.54 ,2.92M,1.41%
30-Jun-16,715.62 ,717.20 ,719.37 ,712.54 ,2.86M,0.00%
29-Jun-16,715.60 ,715.75 ,719.50 ,713.54 ,3.07M,1.08%
28-Jun-16,707.95 ,700.00 ,708.00 ,698.17 ,4.04M,2.40%
27-Jun-16,691.36 ,692.01 ,696.82 ,682.12 ,5.58M,-1.09%
24-Jun-16,698.96 ,693.00 ,712.53 ,692.20 ,7.63M,-3.20%
23-Jun-16,722.08 ,715.50 ,722.12 ,712.50 ,2.82M,1.62%
22-Jun-16,710.60 ,716.58 ,717.00 ,707.57 ,2.26M,-0.73%
21-Jun-16,715.82 ,715.72 ,718.40 ,712.72 ,2.14M,0.25%
20-Jun-16,714.01 ,713.50 ,721.31 ,710.81 ,3.68M,1.08%
17-Jun-16,706.39 ,718.19 ,718.20 ,699.18 ,5.90M,-1.55%
16-Jun-16,717.51 ,712.05 ,718.00 ,705.30 ,3.10M,0.46%
15-Jun-16,714.26 ,722.00 ,722.56 ,713.35 ,2.71M,-0.70%
14-Jun-16,719.30 ,712.33 ,720.80 ,712.27 ,2.51M,0.57%
13-Jun-16,715.24 ,714.01 ,721.99 ,711.16 ,3.35M,-0.37%
10-Jun-16,717.91 ,722.35 ,724.98 ,714.21 ,3.43M,-1.34%
09-Jun-16,727.65 ,723.10 ,728.91 ,722.30 ,2.17M,0.14%
08-Jun-16,726.64 ,726.40 ,729.42 ,721.60 ,2.22M,0.40%
07-Jun-16,723.74 ,729.89 ,730.00 ,720.55 ,2.73M,-0.41%
06-Jun-16,726.73 ,726.50 ,731.50 ,724.42 ,2.70M,0.16%
03-Jun-16,725.54 ,726.74 ,727.00 ,718.43 ,3.37M,-0.37%
02-Jun-16,728.24 ,720.97 ,728.28 ,715.50 ,3.03M,1.22%
01-Jun-16,719.44 ,720.90 ,726.43 ,718.22 ,3.26M,-0.46%
31-May-16,722.79 ,712.33 ,724.23 ,711.32 ,3.62M,1.48%
27-May-16,712.24 ,715.00 ,716.60 ,711.10 ,2.25M,-0.37%
